3948.9313	4993.3861	589.6826	182.7960	160.2607	156.3404	67.6350	98.2559	4904.9569
1664.6063	251.0401	8028.3536	262.1069	65.3682	208.5674	374.1981	1749.0826	1102.3205
4510.1598	297.5932	5448.2469	215.9335	76.3895	237.0257	787.3910	2262.9582	543.2488
4707.6009	4733.6174	512.7817	204.0596	244.5566	166.7699	133.6995	82.1247	5938.0620
5205.1195	4773.0947	207.7858	216.8283	168.9445	54.2345	803.6794	670.2011	1228.4958
4272.3565	3338.2239	2219.4196	150.6249	112.8427	199.8274	69.6540	597.5832	698.8319
5881.6586	3950.0867	338.2546	240.5430	224.5763	86.7531	516.2484	705.2233	2854.8229
4710.0896	1575.7417	3907.1687	204.9272	138.8534	158.6166	927.0576	3009.7544	1623.2475
4596.6893	4669.9843	676.3264	121.8725	224.8761	160.8265	74.7343	100.4857	5815.0352
168.7067	6443.4001	3495.8933	44.8521	165.8897	204.4579	923.0576	965.3089	1048.5237
6785.7907	1680.4495	1630.7597	161.8599	218.3417	197.9768	785.5060	390.8403	42.1027
210.2232	3434.0351	6531.7417	54.8022	204.4562	177.0625	1250.5661	1104.7423	821.7723
5829.3482	211.3180	4187.3338	220.1448	55.2928	156.4934	692.3540	1286.8581	644.5019
6581.6885	618.6641	382.6474	179.8894	154.0036	125.5488	122.6360	5039.2104	99.4852
5164.1028	1728.3150	3314.5822	207.8819	144.4700	208.8815	843.2437	3087.0962	466.9119
7551.3928	178.6774	387.9298	162.5624	73.9229	201.3342	189.0275	1546.7933	1838.9207
1320.3461	3623.6210	5166.0330	117.7052	246.1533	209.7963	2446.0786	535.0699	577.9285
3795.3952	6063.1717	295.4330	243.9412	209.0776	76.1617	613.9390	752.9020	2249.0935
5392.4073	2894.5651	119.0276	166.9646	134.6105	58.2178	548.4062	34.7451	1179.8850
203.3790	4029.0528	5871.5682	52.9647	225.2069	176.8671	1190.8802	841.5415	816.2129
2807.2809	2037.9405	5147.7786	199.6946	163.3844	199.6774	2213.7844	51.1414	131.8407
6276.8391	3676.7464	184.4144	240.1458	162.5082	49.8004	579.1052	935.2254	1167.7620
5953.6996	221.9127	3984.3877	193.9975	57.6270	203.1769	547.9990	1366.1775	1285.5889
5786.3275	3493.6230	844.0495	194.7930	139.1417	163.2759	167.8326	95.8522	4680.7026
3357.4767	6651.2691	177.2542	132.7094	189.6877	47.8081	609.9762	1323.9390	1017.1526
7206.7922	867.2961	1111.9116	164.6869	159.1446	203.1125	253.2276	3988.1698	50.0767
6798.1696	3082.4507	304.3798	222.3186	195.2697	76.2839	779.9218	1290.0611	2124.2346
6639.9632	3083.8266	215.2102	191.7969	265.8236	55.8814	895.0227	343.6754	1302.2817
8418.8115	703.0761	1078.1123	150.5733	143.5366	104.7925	296.7048	4807.3530	62.1490
5411.9013	4415.7611	417.3376	193.5670	190.7227	102.9355	659.8270	1243.5668	3683.3282
4266.5924	2131.3766	92.0310	141.6604	170.9062	48.3643	57.2182	903.8356	979.5718
3947.0399	2147.4569	4164.5032	186.8164	151.6313	128.9099	610.9149	3494.6967	599.3426
1092.8473	8094.6347	1069.5180	151.6169	156.4335	162.6387	4770.6923	629.9838	650.3336
6617.8277	274.9034	1514.2689	198.2926	115.9355	260.9007	134.8794	3780.1244	256.3977
1761.8452	3754.8720	4664.2829	140.8061	214.9405	194.7981	2978.1006	1021.9190	1345.3186
6411.4171	510.0379	1580.5449	224.9015	167.6184	190.2179	125.8158	6051.3216	110.1082
4143.5732	4707.1229	1366.3039	182.8890	164.8176	153.2376	489.6215	708.2915	4281.6045
4359.2391	1996.7322	3816.0287	190.5816	111.0591	226.4830	532.5645	1553.2977	703.3224
5646.9494	3834.7370	131.3136	134.4647	161.4493	244.5950	678.7066	81.4462	864.5567
633.3781	8883.5501	599.0718	106.3853	141.2960	210.3859	2749.0581	739.3484	1761.8154
4141.6664	4803.9228	721.4107	221.2495	150.3413	168.6955	59.6499	105.7482	4703.8055
7851.9703	2194.7190	190.3107	180.0045	196.1400	50.2416	535.2666	1716.4094	1082.1047
5302.8540	4732.8468	182.2992	191.7823	188.2856	48.2122	628.1403	1321.5138	1025.8699
3324.1732	6019.5298	162.2971	175.0504	112.0903	50.1855	1301.0400	119.5893	810.6143
2942.1846	1106.3142	6204.5012	185.9271	153.6967	159.2077	476.3166	4782.3886	555.7044
2853.8171	5834.2153	1409.9675	135.8041	223.2132	196.9265	676.1615	237.0458	39.1352
2493.5293	3736.5160	3763.9547	265.5313	145.3780	231.0815	290.8515	2174.8540	392.0123
3353.4254	3823.7705	2966.8041	190.5341	221.6432	123.7342	648.8500	857.0230	1895.0511
4601.6213	3693.6468	816.7319	161.9024	194.9083	178.8819	65.6978	54.3237	4443.8557
7084.1574	2875.0175	174.8251	173.5536	184.7123	47.5534	1102.5970	1537.8057	1030.6508
3693.7860	5083.5452	137.6688	166.1853	134.5605	56.5435	798.5877	99.2431	942.3745
2267.4410	1172.3344	6515.2246	266.5071	115.4264	229.0706	284.1866	2197.1808	616.7299
231.5067	7025.4741	2776.0192	60.3735	193.3332	232.2450	1504.8306	1020.2819	805.8112
2121.3570	5875.1054	526.5375	230.0423	212.1586	173.5962	54.8011	159.3718	6129.7263
7355.4184	170.9422	2423.6393	186.4437	45.8249	256.0736	1362.6422	1009.7429	501.5870
3661.0778	5566.4599	590.4623	204.2175	172.8236	168.9229	165.4892	112.2227	5636.4789
6885.1493	157.3292	2959.5215	159.2711	42.4595	227.6087	951.1321	876.5139	1006.3862
7827.7112	2112.7589	222.5299	172.2051	211.2682	58.0127	827.7774	1255.1721	1354.7843
5307.6844	2076.1819	1148.1336	177.4818	160.3513	155.6834	174.3717	39.9676	3507.3679
3037.0973	3773.2857	3342.6170	195.6531	135.4528	217.0398	885.5634	2132.8730	940.5057
6118.8609	3116.2609	561.8782	175.3204	231.8159	165.2061	138.2826	141.0957	5638.1412
7384.3874	205.0597	2519.5529	181.9053	53.8115	196.4371	872.8663	1223.6433	1418.7390
1865.2409	6306.3706	2034.3885	169.7007	182.1422	95.2743	2587.2549	587.7811	1202.3307
3635.0161	5837.0319	313.9521	259.1671	209.6012	130.7107	182.7644	119.3170	4547.2208
5946.0243	4039.7770	213.1987	161.4870	225.8460	55.8309	702.0011	725.4152	1289.0496
4605.7085	4827.8072	649.4843	192.0834	157.8361	164.6139	115.3246	89.3341	5022.5390
5430.8894	246.1621	4334.9485	237.2549	63.6136	197.5842	693.1829	1638.6638	876.8942
4294.1364	1193.3888	4684.4748	187.8242	151.3134	151.2836	802.8336	4456.0115	685.7243
2035.0650	3266.3665	4297.5685	210.6428	172.2156	227.0459	49.2695	2003.6322	98.5512
3855.9786	3073.9747	3208.0467	195.3298	110.5785	85.5345	1044.3622	632.0878	955.8721
5769.0785	2808.8540	573.0674	193.1567	211.7987	171.2203	214.1853	83.8693	5748.6252
2906.8041	4323.7966	2866.3993	66.4300	212.9994	122.1407	901.7589	1178.5599	1220.6515
183.5400	3345.9925	6647.4675	48.5496	196.8167	155.1900	1023.2151	1275.5624	751.6674
5626.9276	3872.1600	668.9124	225.4975	161.6798	161.4352	182.9227	135.6637	5159.1975
6073.6994	3286.1423	785.1584	126.2666	186.2317	113.4211	533.6154	1558.4622	2837.2543
851.5661	544.1720	6089.2619	159.0239	161.9481	197.0738	56.6079	5389.9564	106.6498
6142.5420	3750.0822	167.3757	154.9752	203.3476	47.0214	1142.6700	1247.4809	1035.6382
5294.4640	3638.0254	1259.5106	158.8294	185.7274	154.1094	696.0613	472.4257	4462.8503
5149.8395	863.9182	2710.2422	181.4499	151.9629	162.0360	120.3603	4238.5465	50.2826
3538.7241	1588.2618	4920.0141	228.9683	152.7172	204.4490	937.7246	3430.8175	664.0080
5778.4328	2500.8881	1106.6792	272.2753	156.6370	204.6491	104.0318	1298.4850	56.3121
7624.8605	2258.2176	234.9220	183.2071	256.1647	61.0053	791.3434	458.7611	1499.0450
204.3004	4051.7396	5814.9600	53.2761	230.7332	188.3920	1216.5376	756.0830	1028.7524
2749.3801	2904.4681	2119.1518	131.7985	116.6229	153.3476	37.2603	38.9769	2043.6966
6900.3678	2078.2913	1244.3409	176.3572	189.3645	106.2517	589.5344	1730.4666	1841.9457
6947.6802	1746.3168	703.0030	160.9245	215.1869	161.3952	158.6488	60.7197	4933.8472
5490.7373	3240.7227	1443.5400	170.9563	192.7760	135.1327	1621.5721	700.2519	3177.2702
5149.9537	4822.0552	281.9910	215.9225	216.2733	72.5320	487.5649	837.8653	2037.5421
5872.7908	2209.5700	164.6392	204.6882	131.4755	257.1846	97.4547	803.9505	676.4146
5294.4752	1450.0274	3354.4974	132.0965	149.2905	103.9366	1268.7848	3939.8792	416.7304
2058.5720	5361.1760	82.2520	141.8544	172.5528	256.3629	1211.3397	92.9202	732.3157
9916.7026	182.2392	153.0582	147.8838	250.5348	42.0889	900.7925	982.5458	809.8710
