3221.8146	6074.0956	614.0898	171.7444	207.8962	169.1459	107.2982	132.4372	5529.5093	3599.1269	6429.0255	187.8476	159.0898	213.8792	49.9283	802.4884	803.6219	1107.5928	4111.7121	2316.4395	3759.8484	219.2850	112.4218	205.8202	675.0571	1310.0726	421.0994	666.7161	3019.7029	6441.5810	165.2205	219.3077	160.2864	5141.9981	60.5967	171.0390	3296.6611	159.5288	6669.8101	239.4437	43.5449	161.5969	797.3105	941.7723	1040.9122
6055.4857	2988.5077	623.0066	156.6915	191.4242	155.8062	124.7794	56.9311	4845.9419	6129.2516	191.3269	3931.4215	156.8794	51.4536	215.8548	971.4120	1159.8486	914.0623	6172.7138	1352.8800	2714.4062	159.5606	152.9977	191.1549	774.4093	4266.1328	659.8021	4456.3091	1952.6543	2763.0366	171.7046	124.4098	196.5478	83.0912	937.7170	686.6165	4294.2795	2854.0848	3005.6357	98.7792	148.4528	170.0625	617.0576	3148.2073	723.7618
868.9712	7352.4409	1665.5878	212.5986	112.4567	172.8296	1081.9470	335.1014	89.9408	5451.8131	1698.2626	3051.9243	206.5057	135.9004	139.7323	785.9862	3058.5962	810.0322	282.6301	2200.0982	7701.2717	72.5259	249.4315	201.4958	2032.8442	460.0759	1004.4493	6040.6310	2929.1566	1194.2124	107.0310	186.1273	145.1444	168.8609	102.2007	4130.0139	4346.0851	5590.3902	234.5247	233.0985	191.2628	61.8670	761.8968	1200.3641	1589.1029
1769.5320	6623.2620	572.2060	174.4053	202.7182	170.0079	128.0822	146.0650	5746.1673	1848.6120	8124.9669	188.4212	180.4267	226.4310	50.8174	1489.1747	785.0012	1205.1990	6150.6660	3927.7378	169.5962	187.4372	184.1728	45.9560	818.3233	1560.2344	985.3738	6690.6064	459.3553	1811.0384	217.9629	144.5810	107.2995	182.3383	102.5100	936.5881	192.4402	770.5153	8989.0444	50.2224	268.8369	160.1887	1060.8247	393.8682	651.1841
6197.9586	2947.5627	633.4787	202.1188	166.5742	168.9764	134.2381	92.9197	5385.6185	130.7600	1461.4697	8170.7702	35.5465	268.2212	165.6691	695.5788	380.1346	1201.3011	7707.5075	1921.4543	549.0382	183.4149	98.0079	215.6755	550.5540	1208.4602	1585.6582	8154.7440	216.2758	178.9802	153.5437	75.5863	233.5842	198.1274	1518.2503	1141.6057	2831.3640	525.8601	6304.7759	138.9969	275.8124	139.8255	2601.2345	282.4242	878.8574
578.2260	3432.1030	5447.6710	153.8586	52.4714	191.5003	6806.3687	39.3228	178.2348	5131.7902	2534.9847	2410.2251	149.1793	192.8992	130.2216	2637.2680	515.1487	1660.2706	2947.4931	1390.6174	5860.8895	176.9783	151.7557	143.5515	490.7128	4217.6011	569.3535	5371.0345	865.8597	199.1057	131.8721	193.1540	66.2638	79.1955	1836.6817	1209.8770	216.7694	3348.6054	6633.6252	56.7471	190.0660	231.9216	1379.4568	1134.3235	587.6799
3946.5103	5414.4068	759.0829	205.8208	151.9844	160.8207	267.9510	142.4339	4991.5625	5432.1278	197.5467	4447.3254	181.7267	51.6890	249.4103	966.3391	1176.5020	585.7491	6748.0756	216.7535	3272.1710	227.4107	57.0444	187.6005	680.9918	1398.8291	1183.8576	6281.2494	3608.7997	201.9509	204.7288	134.8699	250.9208	180.9340	480.2359	797.2322	5402.0659	223.9950	4553.9392	193.6069	58.3335	216.0139	1041.0149	1412.2989	841.2609
1918.5236	4556.0360	2491.4404	157.2829	226.3023	211.1534	2998.4576	109.8425	160.6471	4254.5585	5094.1021	827.3395	149.4818	222.5059	105.8033	771.7251	667.6878	2326.4761	1382.1455	8334.7021	215.1524	264.9679	196.9682	56.1704	342.3003	1040.2543	1320.3137	4723.5533	4771.8428	609.6039	195.1502	158.3780	162.2944	104.2653	87.1925	5050.0437	1977.3484	7975.1211	221.5305	169.0416	129.7270	64.0502	2329.3019	611.0285	1553.1785
1336.9924	4189.3284	4568.6792	168.4808	234.3400	122.5266	3925.4288	82.9930	85.5461	7361.1516	205.6555	2669.1929	162.4939	53.5796	229.3824	623.0643	1195.4659	698.6907	6598.8016	3265.7270	296.4714	236.4083	215.5497	76.3229	560.1111	808.8555	2256.8792	4165.6754	5078.6238	860.7009	122.3667	202.5463	153.0469	398.6849	97.3653	5184.3623	3794.3560	187.8029	6222.8411	151.4011	51.2799	205.9577	969.3643	1193.3262	828.8635
4998.1062	4182.2129	780.6810	193.3260	143.0226	156.0578	93.6612	150.1391	4625.4398	204.8947	8748.5023	1243.6030	53.6417	168.3709	198.5505	1193.7680	670.9905	1752.2061	5285.8064	4580.8670	273.3266	200.9681	224.2577	70.5996	756.1285	868.2711	1951.9182	8659.5762	215.0583	218.3655	169.4018	234.7702	77.7900	269.3957	1180.3304	1586.9729	4525.0610	5426.4544	202.4846	218.5386	174.7415	54.3298	896.7750	1223.2556	1279.7826
2671.9906	2032.1529	5329.8565	222.6579	156.7304	244.9113	44.4848	1254.3431	164.1978	5435.3228	1064.3363	3606.3409	173.9864	123.8089	219.9986	1598.9357	2925.2593	998.1521	2720.5919	2897.2687	4548.1394	166.1984	148.7616	121.7800	1266.9075	3114.0129	612.3272	5263.6168	3822.5659	773.8173	148.1004	212.1819	167.0680	95.9066	101.1622	4874.9644	4616.1190	4709.7583	839.1227	167.7804	212.8980	69.2377	1133.0787	975.8855	923.1571
