2972.5464	1990.9480	272.5056	227.1524	259.2724	113.6804	409.0360	26.6688	4611.6998	1694.1707	154.5545	155.2748	183.8881	69.6651	253.7664	288.1523	2269.6114	233.8672	518.2749	150.3625	108.3626	215.2542	31.5227	130.9639	816.3493	710.6586	1272.6479	2227.8797	213.4929	3092.6274	253.3856	71.5489	216.5919	28.7514	1841.4666	484.7335	731.8215	172.1785	0.0000	221.6782	88.3085	196.1571	619.6469	2936.7871	3819.6807
1903.7641	2536.4469	73.7889	180.2182	209.4303	154.7529	209.9182	224.6017	6733.2694	2840.8184	363.0486	3198.1330	156.3182	144.7858	161.7031	188.4728	5081.9594	73.4901	293.4675	132.3553	86.1772	177.3122	68.2359	242.2633	577.1106	1824.3590	699.2564	5475.3582	3041.3109	516.3309	162.3734	204.6827	137.5541	106.8131	321.7095	4957.7055	1156.0307	398.5959	575.3734	208.5827	134.6319	179.5101	229.5637	4580.5192	177.9988
3448.2698	148.6844	1158.0458	189.8573	76.2229	215.2920	307.1849	2238.4407	145.0141	67.3555	142.0476	1848.5969	235.8050	50.4088	160.6161	649.7320	1092.9075	322.4323	197.2531	2482.9307	2302.8162	51.2379	176.2563	186.3450	1049.5485	770.6674	52.9026	7307.7178	246.7319	199.5503	190.6244	64.1348	215.9913	372.6472	1646.8850	1318.0609	346.1214	126.5582	1916.3204	191.6544	50.9514	199.2367	1917.5129	1196.2160	302.7072
1882.3747	393.3009	3577.3243	239.0579	90.8226	210.6096	656.4240	3207.4786	61.5307	97.2732	294.9277	234.7991	267.2474	93.7877	198.2875	1249.6161	2514.1588	271.6935	262.1291	164.8709	0.0000	235.3405	84.7899	176.9953	1559.6619	2729.2316	7409.9389	187.5959	201.1375	1065.2666	238.4787	88.4180	243.5246	1500.7829	3352.0315	323.1431	200.1241	3256.0435	178.8325	245.9240	211.4273	118.4557	157.9878	59.8925	4849.6589
1686.6026	3975.4217	72.9757	231.4117	203.8479	38.3590	122.5163	281.3382	852.4523	4162.6116	37.8940	102.4944	165.6257	86.2209	256.3359	243.3881	529.7791	753.6744	133.5818	245.3200	474.0981	251.9558	141.5092	202.8509	634.9308	3439.1372	278.6004	3729.5889	2726.1369	413.2743	225.4906	191.1197	155.7452	274.9487	319.9820	3996.2823	1027.0559	549.5704	3017.3736	167.6210	118.3781	215.0988	60.7967	4904.8814	440.2283
4103.1500	4320.1537	138.6964	180.3963	210.8293	71.8742	299.6933	226.0781	2036.3361	121.6652	4138.8806	114.4542	226.4017	159.0772	95.2450	804.2630	346.8718	2363.1011	1466.3411	316.0424	958.6165	183.9634	168.8175	193.9286	191.9530	3168.8202	36.6171	340.0839	3767.5068	5060.4094	149.6255	214.6392	180.9767	5018.8435	187.0248	309.9761	2932.9798	2054.1422	228.8780	190.4974	196.9808	54.4103	694.2773	262.1596	1127.8460
515.3595	4782.9828	174.6577	199.1248	209.7943	58.2258	4409.9229	368.5193	1258.0826	394.9624	126.0458	116.9919	175.5461	272.3801	86.6747	279.0800	1465.2400	4137.2243	89.8305	116.3856	79.7838	292.8169	141.1840	220.7062	758.5567	814.7959	664.6536	116.6431	3889.9735	76.3834	143.8718	214.2894	302.3816	1298.8304	316.1334	413.3075	885.4593	41.2768	2030.2639	237.6730	89.3364	219.3506	21.0863	622.8917	483.6492
1490.8144	183.0191	1262.1666	223.8586	92.9273	202.4652	204.9134	3180.7964	203.2699	216.4257	172.5125	76.0617	169.6715	67.1061	224.4222	290.6684	1587.5873	924.1346	157.6616	345.8011	187.5373	122.9479	205.6109	51.9446	294.1685	1438.3826	967.9007	4295.9206	204.3576	467.7218	214.0208	63.0586	147.8318	298.0307	1306.1438	402.9560	441.7528	126.7290	70.5182	223.5507	49.9085	135.6662	622.8012	1105.3186	901.0601
8245.6010	3613.0031	263.3959	434.8833	381.9709	147.7114	2689.4519	289.4584	5972.1134	1116.6082	271.6669	172.7249	367.7123	563.8808	220.9303	818.7895	5257.3023	3141.2608	218.4758	386.1619	270.3623	616.2466	408.8402	201.2337	1485.5383	5326.9453	2569.6577	2537.7662	6977.4130	791.8209	388.7617	440.1576	212.4883	240.2261	2257.0394	1895.6722	577.1081	444.6788	1589.2132	437.9254	114.8081	443.1877	14047.9357	5241.7167	1110.3446
3065.9349	1954.7097	31.3554	200.6587	213.7049	201.0267	30.0988	12.5048	534.7470	3.0000	0.0000	0.0000	151.0000	151.0000	151.0000	0.7500	1.0000	1.0000	3.0000	0.0000	0.0000	151.0000	151.0000	151.0000	0.7500	1.0000	1.0000	3.0000	0.0000	0.0000	151.0000	151.0000	151.0000	0.7500	1.0000	1.0000	1529.9379	1010.7990	509.2630	202.4177	215.5798	178.4158	28.7456	13.2221	22.6374
