288.1236	3150.0441	2098.8323	119.1144	240.0120	273.9189	5137.9508	459.1268	29.6277
164.9148	1799.8060	165.2792	73.1364	194.2735	268.0352	2543.6424	321.5322	253.4460
157.3439	116.1633	549.4928	32.9925	137.7381	227.2823	773.7324	1344.7500	902.2483
225.6099	3281.7981	2342.5920	76.2146	228.9210	267.6850	2071.4846	541.7533	31.8449
182.9072	0.0000	780.0928	93.5840	207.5026	234.3588	3275.0799	4242.6099	684.5978
78.4292	2071.4225	2738.1483	167.5633	194.5861	226.1150	7470.1776	247.6983	261.3712
383.8772	3002.9922	3551.1306	156.3955	168.7228	174.4090	5940.6435	228.5024	87.2381
150.0824	318.9523	94.9653	74.5443	191.7785	262.4954	2080.8683	649.4113	771.5714
559.7125	5926.4715	3275.8160	148.6671	175.2597	221.0748	5765.6848	125.5619	370.0659
437.3712	619.5396	1258.0892	145.2790	193.5201	225.2567	5338.7939	191.8873	260.4551
155.3232	3261.5677	1513.1090	79.5837	194.6847	221.1036	2433.0986	307.1340	172.8234
148.0968	1928.8340	67.0692	51.1787	166.1442	245.4209	1129.5208	349.3995	663.0249
203.9307	2573.8369	2384.2323	52.9510	182.3780	192.7887	1116.8877	825.7744	56.9167
248.3250	6527.3808	1257.2942	64.1043	196.3985	205.4668	1634.1941	353.5988	876.2932
130.1663	349.0351	1995.7986	51.4440	197.2540	206.1599	1239.7082	2135.0714	324.4674
366.4205	3337.8996	1790.6799	84.1386	197.4307	223.5787	2766.0267	54.0727	591.5560
272.7343	222.6000	91.6657	87.7670	185.4675	250.0512	2179.9926	255.0827	1131.0892
150.4087	1.4947	249.0966	78.1557	164.2268	219.7284	2344.2160	6054.6970	1410.8771
187.3305	140.0325	1041.6370	81.3964	220.7640	228.3164	2868.2212	1681.0320	298.4010
178.0194	3050.0417	188.9389	108.9048	198.1740	230.5163	4297.9568	52.6277	151.3494
73.9778	4027.7149	1716.3073	38.8622	206.5906	234.5604	870.6657	289.3449	126.8988
38.6290	4226.0107	103.3602	88.0547	167.9245	259.7502	561.3564	251.5028	762.1943
254.5626	487.8747	137.5627	143.1708	205.6706	256.6268	3409.6010	288.6146	581.2276
420.1204	2840.6930	3712.1866	157.6665	194.2093	228.8384	4091.7661	338.0340	281.4160
548.9181	1035.2493	3087.8326	117.4701	169.8160	217.9205	4906.7003	62.6163	462.8474
148.5787	4313.9640	4787.4573	76.9121	194.2453	227.1924	2320.9247	345.2117	269.2205
3170.8510	1136.3365	428.8125	171.5706	172.5323	173.7519	387.1866	386.7206	4348.4301
69.2116	487.4667	2423.3218	95.5890	196.9281	203.7877	589.3722	1561.9248	144.0827
363.0490	5098.4476	4449.5034	158.5888	193.7963	230.4017	5742.3015	339.3857	236.5552
252.1823	2931.2398	2474.5780	57.9342	205.2028	212.2670	1254.7615	849.4775	324.0680
163.1628	477.3197	4376.5175	53.5495	183.1505	191.7625	1082.6382	3623.7855	311.3771
107.7623	366.4331	117.8046	75.1609	160.5728	248.9601	3278.2377	242.6032	1255.8133
107.7166	83.5360	80.7475	129.5963	204.3752	270.4494	699.8592	581.7948	592.5484
101.1240	3561.5553	69.3207	131.3690	195.8794	276.3058	1064.1588	267.1484	359.4138
39.0118	1856.5823	817.4059	82.2075	200.5285	217.2795	523.4102	405.8170	18.3944
183.4304	1820.9244	962.6452	93.1665	208.7603	230.5128	3201.2540	239.1496	177.3109
176.0617	218.2647	80.6736	67.2715	171.1835	225.4099	1555.0967	296.2326	994.0955
193.5563	162.3241	347.1196	53.1860	125.1908	207.6014	1010.1175	282.6487	1474.3040
206.9882	483.1659	4342.8459	63.2301	149.5187	216.2107	1325.7411	413.4863	303.6191
128.1658	71.8387	447.9955	50.0659	136.7108	225.9445	1107.3050	912.3109	634.1473
115.6355	1614.2838	3813.0808	71.5969	175.0460	199.2300	1398.1015	59.1416	568.3809
84.2719	511.7415	125.9866	105.0891	168.5097	259.7541	842.2921	203.5697	1084.3941
123.0806	171.5502	112.3693	94.7727	182.6067	275.5452	538.0496	907.1961	498.8636
367.6270	1121.8157	3216.5573	99.0729	178.4341	201.4237	334.5621	51.4882	493.5618
215.3918	248.0286	736.5795	56.4729	202.4634	202.8924	1337.5361	2699.4240	265.5117
24.3250	3343.6272	2119.0478	216.8288	218.1389	232.3547	938.3296	36.1136	14.9006
0.0000	0.0000	3.0000	151.0000	151.0000	151.0000	1.0000	1.0000	0.7500
0.0000	0.0000	7.0000	94.1429	94.1429	94.1429	2829.8095	2829.8095	2476.0833
0.0000	0.0000	3.0000	151.0000	151.0000	151.0000	1.0000	1.0000	0.7500
563.7862	1644.6410	1112.5728	194.1046	220.0331	234.3234	32.9519	33.0650	15.9616
3190.1186	1249.8913	4034.9901	192.8697	198.9159	215.1567	65.9871	276.0418	78.5248
50.3442	1276.3378	833.3180	151.8937	154.9173	169.7489	189.2943	95.7305	56.6620
0.0000	0.0000	3.0000	151.0000	151.0000	151.0000	1.0000	1.0000	0.7500
1832.7085	1071.5169	2349.7746	196.4587	204.9766	216.0164	238.6286	168.6472	68.1226
615.9084	251.8282	376.2634	192.1685	195.7885	207.6561	23.5457	272.1166	102.2497
2466.4364	3546.3359	473.2277	218.5839	221.1322	244.8562	232.7257	149.8587	72.0413
646.6513	2795.1064	581.2423	162.4838	180.5002	208.6561	124.8919	81.4257	41.7993
17.1835	756.8524	2824.9641	99.9780	192.7414	213.1794	1333.4829	147.4551	39.7749
2035.0839	2086.5850	3348.3311	184.6056	212.9795	229.8762	144.3441	69.3850	179.9181
5.3007	237.3798	104.3195	183.7620	227.8295	242.1931	1502.3239	109.4548	73.5642
4620.9740	2830.1886	1116.8374	86.7091	94.8765	236.4817	330.6303	2114.7577	1510.9934
588.9049	9230.4847	1127.6105	38.3408	125.3679	235.8785	541.7816	390.7281	1510.2666
507.7901	1820.5434	655.6665	44.2969	137.6233	261.0499	897.5666	3007.6917	620.5699
1813.9613	2154.0224	810.0164	86.4493	100.1245	246.7137	268.5724	2512.1657	1113.3682
