1992.7512	2970.5937	272.6550	259.2708	227.1444	113.7181	26.6878	408.8471	4613.6681	1694.1707	154.5545	155.2748	183.8881	69.6651	253.7664	288.1523	2269.6114	233.8672	518.2895	150.3765	108.3340	215.2535	31.5263	130.9635	816.3582	710.7866	1271.8649	2227.6453	3093.9984	212.3563	253.3858	216.5921	71.4907	28.7482	484.9191	1837.1497	731.8476	172.1524	0.0000	221.6769	88.2939	196.1571	619.7021	2935.6863	3819.6807
77.8996	1957.7108	2478.3896	156.6995	180.6082	209.7698	6624.2038	213.1481	219.6036	2775.8047	3266.4141	359.7812	156.2605	161.6406	144.7194	190.9184	74.2840	5108.1134	293.4675	132.3553	86.1772	177.3122	68.2359	242.2633	577.1106	1824.3590	699.2564	520.2896	3041.3300	5471.3803	137.8079	204.6707	162.3725	4950.1824	321.6143	106.7051	645.1497	1089.0547	395.7956	180.8453	209.5059	134.5593	194.3226	218.1506	4607.2568
3369.2196	1238.1941	147.5863	189.4170	214.8649	76.1378	301.8281	149.5152	2230.6220	1851.7332	141.2547	65.0122	160.6308	50.3256	236.4402	323.2278	1088.5069	629.4938	4508.7075	347.4537	126.8388	180.3690	89.2670	256.9163	218.9877	2859.4631	256.7745	508.8710	233.4061	7011.7229	200.2639	60.3971	190.5267	1234.9714	1468.4467	356.9701	1941.0900	125.6557	322.2543	199.1865	50.7859	191.1880	307.0700	1194.7356	2028.1931
3586.4440	394.5135	1872.0425	210.6098	91.1412	239.2019	61.7033	3230.6341	653.4165	238.9719	294.0169	94.0113	198.3583	93.5753	268.4117	276.2686	2500.1528	1201.8286	262.1291	164.8709	0.0000	235.3405	84.7899	176.9953	1559.6619	2729.2316	7409.9389	1113.0693	197.0092	143.9215	243.4822	87.0294	235.2655	337.6582	3283.6084	1892.7416	485.2881	129.2816	3020.4303	223.8544	88.6106	211.4378	582.5034	3270.9978	53.1853
1686.2743	3975.7501	72.9757	231.4132	203.8496	38.3590	122.5013	281.3596	852.4522	4162.6116	37.8940	102.4944	165.6257	86.2209	256.3359	243.3881	529.7791	753.6744	244.0134	127.7208	481.2657	141.0629	253.5354	203.0234	3422.2675	597.6819	283.4396	3648.6746	2807.4760	412.8494	225.8252	191.6546	155.8482	270.6649	327.4753	4012.0167	1026.1877	3023.8095	544.0028	167.6070	215.0820	117.6111	60.7422	442.2462	4861.1582
4103.4653	4319.8405	138.6943	180.3976	210.8302	71.8731	299.7112	226.0688	2036.2756	4134.9175	128.3451	111.7374	159.1447	102.0207	228.8117	346.9281	2641.2750	739.7023	1008.2688	1419.0989	313.6322	193.8111	183.6702	168.9292	38.5808	194.5028	3185.0469	3741.6489	5090.6868	335.6643	214.7228	181.0901	149.2965	186.3143	312.1769	5045.5508	2412.6145	228.8912	2574.4943	196.3383	54.1591	190.1685	291.3852	1117.2313	730.6101
512.3369	178.2544	4782.4087	199.7208	58.7215	209.7876	4370.2543	1276.1343	368.6786	392.9469	121.0575	123.9957	175.6013	89.1796	272.7832	276.9644	4313.8733	1448.7679	117.3860	88.9132	79.7007	141.3432	293.0028	221.0200	820.5241	752.3602	663.0164	77.4559	3898.9205	106.6236	302.3531	214.2350	139.9367	414.3413	317.7354	1166.3175	2034.3551	882.3994	40.2455	219.3671	237.6782	89.3240	483.4735	21.0339	622.2092
1361.4772	182.8627	1391.6601	224.8647	92.8514	203.4647	196.7046	3176.7320	210.0199	84.7376	173.6303	206.6321	220.4395	67.4815	169.4736	1049.4222	1609.0097	278.4580	157.7637	345.7790	187.4572	122.9399	205.6147	51.9239	294.5473	1438.2223	967.1620	4295.8934	204.3319	467.7748	214.0210	63.0514	147.8323	298.0254	1305.8397	403.0603	441.7528	126.7290	70.5182	223.5507	49.9085	135.6662	622.8012	1105.3186	901.0601
3621.7693	8235.7984	286.4323	381.9894	434.9359	137.9075	290.4667	2688.7882	6986.4900	1116.7070	271.6353	177.6577	367.7025	563.8947	218.4424	819.8893	5257.7198	3283.1863	406.8343	213.9266	256.2391	405.2702	617.2335	197.5550	6050.8212	1431.8823	1832.0087	304.6966	779.7122	9352.5912	603.0005	211.0879	423.3160	1674.8956	1344.1869	1831.4631	592.0586	1906.2213	177.7201	153.5501	442.9771	610.1450	9908.5592	1398.6555	1496.5735
36.0889	3062.2834	1953.6276	201.2519	200.6593	213.7036	494.4100	30.0283	12.4819	3.0000	0.0000	0.0000	151.0000	151.0000	151.0000	0.7500	1.0000	1.0000	3.0000	0.0000	0.0000	151.0000	151.0000	151.0000	0.7500	1.0000	1.0000	3.0000	0.0000	0.0000	151.0000	151.0000	151.0000	0.7500	1.0000	1.0000	1533.9868	510.2076	1005.8055	202.4393	178.4150	215.5983	28.8929	22.6321	13.1467
